retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,55.0,150,825,305,Online,1185732_2021-10-12_Women's Apparel_Online_Cheyenne_150_55.0
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,82.0,150,1230,529,Online,1128299_2021-12-23_Women's Apparel_Online_Richmond_150_82.0
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,23.0,150,345,148,Online,1185732_2021-02-17_Women's Street Footwear_Online_Richmond_150_23.0
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,47.0,150,705,388,Online,1185732_2021-05-15_Men's Athletic Footwear_Online_Detroit_150_47.0
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Apparel,55.0,150,825,578,Online,1185732_2021-05-15_Women's Apparel_Online_Detroit_150_55.0
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Street Footwear,34.0,150,510,260,Online,1185732_2021-11-18_Men's Street Footwear_Online_St. Louis_150_34.0
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,Women's Apparel,38.0,150,570,342,Online,1185732_2021-06-11_Women's Apparel_Online_Salt Lake City_150_38.0
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,38.0,150,570,371,Online,1185732_2021-07-10_Women's Apparel_Online_Salt Lake City_150_38.0
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Apparel,97.0,150,1455,611,Online,1128299_2021-07-23_Women's Apparel_Online_Portland_150_97.0
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Street Footwear,58.0,150,870,470,Online,1197831_2021-11-05_Women's Street Footwear_Online_Boise_150_58.0
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,51.0,150,765,344,Online,1128299_2021-05-27_Men's Street Footwear_Online_Albuquerque_150_51.0
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,59.0,150,885,478,Online,1128299_2021-11-26_Men's Athletic Footwear_Online_Albuquerque_150_59.0
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,67.0,150,1005,352,Online,1128299_2021-06-13_Women's Apparel_Online_Atlanta_150_67.0
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,54.0,150,810,373,Online,1128299_2021-08-13_Women's Street Footwear_Online_Atlanta_150_54.0
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,29.0,150,435,196,Online,1185732_2021-03-02_Men's Athletic Footwear_Online_Charlotte_150_29.0
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,38.0,150,570,308,Online,1185732_2021-05-02_Women's Athletic Footwear_Online_Charlotte_150_38.0
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Apparel,46.0,150,690,338,Online,1185732_2021-05-02_Men's Apparel_Online_Charlotte_150_46.0
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,28.0,150,420,210,Online,1185732_2021-09-02_Women's Athletic Footwear_Online_Charlotte_150_28.0
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,34.0,150,510,260,Online,1185732_2021-10-04_Women's Street Footwear_Online_Charlotte_150_34.0
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.0,150,495,248,Online,1185732_2021-01-13_Men's Athletic Footwear_Online_Charlotte_150_33.0
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Apparel,62.0,150,930,437,Online,1185732_2021-06-11_Men's Apparel_Online_Columbus_150_62.0
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Street Footwear,53.0,150,795,405,Online,1185732_2021-08-10_Women's Street Footwear_Online_Columbus_150_53.0
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Apparel,59.0,150,885,425,Online,1185732_2021-07-16_Men's Apparel_Online_Jackson_150_59.0
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,63.0,150,945,510,Online,1197831_2021-07-19_Women's Apparel_Online_Little Rock_150_63.0
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,27.0,150,405,203,Online,1197831_2021-10-21_Men's Street Footwear_Online_Little Rock_150_27.0
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,70.0,150,1050,536,Online,1197831_2021-12-19_Women's Apparel_Online_Little Rock_150_70.0
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,49.0,150,735,397,Online,1197831_2021-09-19_Men's Street Footwear_Online_Oklahoma City_150_49.0
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Street Footwear,24.0,150,360,162,Online,1197831_2021-04-13_Men's Street Footwear_Online_Wichita_150_24.0
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,66.0,150,990,495,Online,1197831_2021-12-12_Men's Street Footwear_Online_Wichita_150_66.0
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Street Footwear,55.0,150,825,380,Online,1185732_2021-12-08_Men's Street Footwear_Online_Fargo_150_55.0
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,58.0,150,870,444,Online,1185732_2021-12-09_Men's Street Footwear_Online_Indianapolis_150_58.0
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Street Footwear,43.0,150,645,335,Online,1185732_2021-06-17_Men's Street Footwear_Online_Charleston_150_43.0
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Street Footwear,36.0,150,540,270,Online,1185732_2021-04-04_Men's Street Footwear_Online_Hartford_150_36.0
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Street Footwear,59.0,150,885,451,Online,1185732_2021-12-03_Men's Street Footwear_Online_Hartford_150_59.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Street Footwear,52.0,150,780,328,Online,1185732_2021-07-13_Men's Street Footwear_Online_Boston_150_52.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,64.0,150,960,394,Online,1185732_2021-12-13_Men's Street Footwear_Online_Boston_150_64.0
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,40.0,150,600,222,Outlet,1197831_2021-09-14_Men's Apparel_Outlet_Dallas_150_40.0
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,44.0,150,660,343,Outlet,1185732_2021-11-15_Men's Street Footwear_Outlet_Philadelphia_150_44.0
West Gear,1128299,2020-02-11,West,Nevada,Las Vegas,Men's Apparel,47.0,150,705,416,Outlet,1128299_2020-02-11_Men's Apparel_Outlet_Las Vegas_150_47.0
Sports Direct,1197831,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,30.0,150,450,176,Outlet,1197831_2021-04-13_Men's Apparel_Outlet_Knoxville_150_30.0
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,150,675,209,Outlet,1128299_2021-09-18_Men's Athletic Footwear_Outlet_Orlando_150_45.0
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,31.0,150,465,177,Outlet,1128299_2021-11-23_Men's Street Footwear_Outlet_Phoenix_150_31.0
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,150,660,271,Outlet,1128299_2021-12-25_Women's Street Footwear_Outlet_Albuquerque_150_44.0
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,23.0,150,345,148,Outlet,1128299_2021-02-13_Men's Street Footwear_Outlet_Albuquerque_150_23.0
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42.0,150,630,265,Outlet,1128299_2021-08-13_Women's Street Footwear_Outlet_Atlanta_150_42.0
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Apparel,35.0,150,525,294,Outlet,1185732_2021-05-16_Women's Apparel_Outlet_Jackson_150_35.0
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,29.0,150,435,170,Outlet,1185732_2021-06-18_Men's Athletic Footwear_Outlet_Jackson_150_29.0
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Apparel,46.0,150,690,255,Outlet,1185732_2021-07-16_Men's Apparel_Outlet_Jackson_150_46.0
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,39.0,150,585,240,Outlet,1185732_2021-05-06_Men's Street Footwear_Outlet_Providence_150_39.0
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,49.0,149,730,372,Online,1185732_2021-07-12_Men's Street Footwear_Online_Chicago_149_49.0
West Gear,1128299,2020-01-26,West,Nevada,Las Vegas,Men's Street Footwear,58.0,149,864,501,Online,1128299_2020-01-26_Men's Street Footwear_Online_Las Vegas_149_58.0
West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,58.0,149,864,346,Online,1128299_2020-07-19_Men's Street Footwear_Online_Seattle_149_58.0
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,54.0,149,805,555,Online,1197831_2021-05-18_Women's Athletic Footwear_Online_Knoxville_149_54.0
Sports Direct,1197831,2021-08-24,South,Alabama,Birmingham,Women's Apparel,20.0,149,298,224,Online,1197831_2021-08-24_Women's Apparel_Online_Birmingham_149_20.0
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,80.0,149,1192,358,Online,1128299_2021-07-09_Men's Apparel_Online_Honolulu_149_80.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,62.0,149,924,333,Online,1128299_2021-09-11_Men's Street Footwear_Online_Honolulu_149_62.0
Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,69.0,149,1028,339,Online,1128299_2021-09-11_Men's Athletic Footwear_Online_Honolulu_149_69.0
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,52.0,149,775,372,Online,1185732_2021-08-09_Men's Apparel_Online_Albany_149_52.0
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,27.0,149,402,181,Online,1185732_2021-03-10_Women's Street Footwear_Online_Cheyenne_149_27.0
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,36.0,149,536,188,Online,1185732_2021-04-11_Women's Apparel_Online_Cheyenne_149_36.0
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,149,566,272,Online,1185732_2021-07-10_Women's Street Footwear_Online_Cheyenne_149_38.0
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,82.0,149,1222,562,Online,1128299_2021-07-23_Women's Athletic Footwear_Online_Richmond_149_82.0
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,74.0,149,1103,441,Online,1128299_2021-11-24_Women's Apparel_Online_Richmond_149_74.0
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,23.0,149,343,137,Online,1185732_2021-01-19_Women's Street Footwear_Online_Richmond_149_23.0
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,29.0,149,432,216,Online,1185732_2021-11-11_Men's Street Footwear_Online_Salt Lake City_149_29.0
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Apparel,76.0,149,1132,476,Online,1128299_2021-11-24_Women's Apparel_Online_Portland_149_76.0
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,54.0,149,805,402,Online,1128299_2021-06-26_Women's Street Footwear_Online_Albuquerque_149_54.0
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,50.0,149,745,395,Online,1128299_2021-10-26_Men's Athletic Footwear_Online_Albuquerque_149_50.0
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Apparel,42.0,149,626,294,Online,1185732_2021-10-04_Men's Apparel_Online_Charlotte_149_42.0
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,23.0,149,343,168,Online,1197831_2021-01-16_Men's Street Footwear_Online_Oklahoma City_149_23.0
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45.0,149,671,282,Online,1185732_2021-07-02_Men's Street Footwear_Online_Milwaukee_149_45.0
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.0,149,760,403,Online,1185732_2021-07-09_Men's Street Footwear_Online_Indianapolis_149_51.0
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.0,149,492,266,Online,1185732_2021-02-17_Men's Street Footwear_Online_Indianapolis_149_33.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Men's Street Footwear,55.0,149,820,393,Online,1185732_2021-12-06_Men's Street Footwear_Online_Newark_149_55.0
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Street Footwear,39.0,149,581,291,Online,1185732_2021-02-05_Men's Street Footwear_Online_Newark_149_39.0
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,38.0,149,566,345,Outlet,1189833_2021-04-11_Men's Apparel_Outlet_Los Angeles_149_38.0
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,20.0,149,298,146,Outlet,1197831_2021-09-01_Women's Athletic Footwear_Outlet_Dallas_149_20.0
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,37.0,149,551,221,Outlet,1197831_2021-10-02_Men's Apparel_Outlet_Dallas_149_37.0
West Gear,1128299,2020-03-15,West,Nevada,Las Vegas,Men's Street Footwear,20.0,149,298,119,Outlet,1128299_2020-03-15_Men's Street Footwear_Outlet_Las Vegas_149_20.0
Sports Direct,1197831,2021-10-04,South,Alabama,Birmingham,Men's Apparel,37.0,149,551,265,Outlet,1197831_2021-10-04_Men's Apparel_Outlet_Birmingham_149_37.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Street Footwear,47.0,149,700,224,Outlet,1128299_2021-03-16_Women's Street Footwear_Outlet_Orlando_149_47.0
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,149,522,219,Outlet,1128299_2021-09-25_Men's Street Footwear_Outlet_Richmond_149_35.0
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,18.0,149,268,148,Outlet,1185732_2021-02-11_Women's Apparel_Outlet_Salt Lake City_149_18.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Street Footwear,34.0,149,507,187,Outlet,1128299_2021-09-25_Men's Street Footwear_Outlet_Portland_149_34.0
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,39.0,149,581,238,Outlet,1128299_2021-11-24_Women's Athletic Footwear_Outlet_Portland_149_39.0
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Apparel,41.0,149,611,232,Outlet,1197831_2021-11-05_Men's Apparel_Outlet_Boise_149_41.0
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,149,581,244,Outlet,1128299_2021-07-25_Women's Athletic Footwear_Outlet_Albuquerque_149_39.0
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,149,685,254,Outlet,1128299_2021-11-26_Women's Street Footwear_Outlet_Albuquerque_149_46.0
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,24.0,149,358,164,Outlet,1128299_2021-01-13_Men's Street Footwear_Outlet_Albuquerque_149_24.0
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,42.0,149,626,282,Outlet,1128299_2021-08-13_Women's Athletic Footwear_Outlet_Atlanta_149_42.0
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,34.0,149,507,218,Outlet,1185732_2021-06-18_Women's Athletic Footwear_Outlet_Jackson_149_34.0
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,149,373,145,Outlet,1197831_2021-06-21_Men's Athletic Footwear_Outlet_Little Rock_149_25.0
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,40.0,149,596,238,Outlet,1197831_2021-07-19_Men's Apparel_Outlet_Little Rock_149_40.0
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,43.0,149,641,282,Outlet,1197831_2021-12-19_Women's Street Footwear_Outlet_Little Rock_149_43.0
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47.0,149,700,266,Outlet,1197831_2021-12-19_Men's Athletic Footwear_Outlet_Oklahoma City_149_47.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Street Footwear,51.0,149,760,327,Outlet,1185732_2021-11-04_Men's Street Footwear_Outlet_Hartford_149_51.0
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Street Footwear,23.0,149,343,144,Outlet,1185732_2021-01-10_Men's Street Footwear_Outlet_Hartford_149_23.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Street Footwear,28.0,149,417,138,Outlet,1185732_2021-04-14_Men's Street Footwear_Outlet_Boston_149_28.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,43.0,149,641,333,Outlet,1185732_2021-08-11_Men's Athletic Footwear_Outlet_Burlington_149_43.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,47.0,149,700,308,Outlet,1185732_2021-07-17_Men's Athletic Footwear_Outlet_Manchester_149_47.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,59.0,149,879,378,Outlet,1185732_2021-11-18_Men's Street Footwear_Outlet_Manchester_149_59.0
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,42.0,147,617,259,Online,1197831_2020-08-10_Men's Apparel_Online_Houston_147_42.0
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Women's Apparel,33.0,147,485,267,Online,1197831_2021-08-16_Women's Apparel_Online_Dallas_147_33.0
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,47.0,147,691,449,Online,1197831_2021-09-25_Women's Athletic Footwear_Online_Dallas_147_47.0
Kohl's,1189833,2021-01-28,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,147,617,253,Online,1189833_2021-01-28_Men's Athletic Footwear_Online_Billings_147_42.0
Sports Direct,1197831,2021-05-05,South,Tennessee,Knoxville,Women's Street Footwear,36.0,147,529,307,Online,1197831_2021-05-05_Women's Street Footwear_Online_Knoxville_147_36.0
Amazon,1185732,2021-12-21,Northeast,Maine,Portland,Men's Street Footwear,50.0,147,735,338,Online,1185732_2021-12-21_Men's Street Footwear_Online_Portland_147_50.0
Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,69.0,147,1014,274,Online,1128299_2021-08-10_Men's Apparel_Online_Honolulu_147_69.0
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,53.0,147,779,319,Online,1128299_2021-11-17_Women's Street Footwear_Online_Orlando_147_53.0
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,86.0,147,1264,442,Online,1128299_2021-12-16_Men's Apparel_Online_Orlando_147_86.0
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,43.0,147,632,284,Online,1185732_2021-04-09_Men's Athletic Footwear_Online_Albany_147_43.0
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,45.0,147,662,238,Online,1185732_2021-11-09_Women's Street Footwear_Online_Albany_147_45.0
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,147,559,274,Online,1185732_2021-08-11_Women's Athletic Footwear_Online_Cheyenne_147_38.0
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,44.0,147,647,330,Online,1128299_2021-03-16_Men's Street Footwear_Online_New Orleans_147_44.0
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,47.0,147,691,325,Online,1128299_2021-05-24_Men's Street Footwear_Online_Phoenix_147_47.0
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,46.0,147,676,352,Online,1128299_2021-11-23_Men's Athletic Footwear_Online_Phoenix_147_46.0
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,33.0,147,485,238,Online,1128299_2021-02-26_Men's Street Footwear_Online_Phoenix_147_33.0
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,54.0,147,794,405,Online,1128299_2021-06-13_Men's Athletic Footwear_Online_Atlanta_147_54.0
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Women's Apparel,38.0,147,559,352,Online,1185732_2021-10-11_Women's Apparel_Online_Columbus_147_38.0
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,63.0,147,926,463,Online,1185732_2021-12-09_Women's Athletic Footwear_Online_Columbus_147_63.0
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,48.0,147,706,367,Online,1185732_2021-08-17_Women's Street Footwear_Online_Jackson_147_48.0
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,42.0,147,617,278,Online,1185732_2021-09-16_Men's Athletic Footwear_Online_Jackson_147_42.0
